"","modality","type","period","brain_measure","estimate","SE","DF","t","p","effect","sig","sig_level","brain_measure_name","subtype"
"1104","vision","pain","cue","s1_handplus_R",-0.014,0.03,2954.92,-0.48,0.634,"cue_mean_X_var",FALSE,"","Right S1 hand","pain_other"
"1105","pain","higher_level","cue","Ctx_IPS1_L",-0.008,0.029,2859.11,-0.27,0.784,"cue_mean_X_var",FALSE,"","Left IPS","visual_higher_level"
"1106","vision","higher_level","cue","Ctx_IPS1_L",-0.041,0.03,2961.98,-1.36,0.174,"cue_mean_X_var",FALSE,"","Left IPS","visual_higher_level"
"1107","pain","higher_level","cue","Ctx_11l_L",-0.008,0.03,2856.37,-0.26,0.797,"cue_mean_X_var",FALSE,"","Left mid-lateral OFC","pain_higher_level"
"1108","vision","higher_level","cue","Ctx_11l_L",-0.037,0.03,2943.78,-1.22,0.224,"cue_mean_X_var",FALSE,"","Left mid-lateral OFC","pain_higher_level"
"1109","pain","higher_level","cue","Ctx_IPS1_R",-0.026,0.029,2864.89,-0.91,0.362,"cue_mean_X_var",FALSE,"","Right IPS","visual_higher_level"
"1110","vision","higher_level","cue","Ctx_IPS1_R",-0.018,0.03,2959.78,-0.61,0.542,"cue_mean_X_var",FALSE,"","Right IPS","visual_higher_level"
"1111","pain","higher_level","cue","Ctx_p9_46v_R",-0.044,0.029,2859.82,-1.52,0.13,"cue_mean_X_var",FALSE,"","Right dlPFC","pain_higher_level"
"1112","vision","higher_level","cue","Ctx_p9_46v_R",0.014,0.031,2960.83,0.46,0.647,"cue_mean_X_var",FALSE,"","Right dlPFC","pain_higher_level"
"1113","pain","higher_level","cue","Ctx_11l_R",-0.027,0.03,2853.35,-0.91,0.361,"cue_mean_X_var",FALSE,"","Right mid-lateral OFC","pain_higher_level"
"1114","vision","higher_level","cue","Ctx_11l_R",0.007,0.03,2945.55,0.22,0.828,"cue_mean_X_var",FALSE,"","Right mid-lateral OFC","pain_higher_level"
"1115","pain","higher_level","cue","NAc_shell_like_R",0.004,0.031,2934.54,0.14,0.885,"cue_mean_X_var",FALSE,"","Right NAc shell","pain_higher_level"
"1116","vision","higher_level","cue","NAc_shell_like_R",0.014,0.031,2872.21,0.46,0.645,"cue_mean_X_var",FALSE,"","Right NAc shell","pain_higher_level"
"1117","pain","higher_level","cue","NAc_core_like_R",-0.005,0.03,2940.21,-0.15,0.879,"cue_mean_X_var",FALSE,"","Right NAc core","pain_higher_level"
"1118","vision","higher_level","cue","NAc_core_like_R",0.013,0.031,2925.3,0.41,0.683,"cue_mean_X_var",FALSE,"","Right NAc core","pain_higher_level"
"1119","pain","higher_level","cue","NAc_shell_like_L",-0.031,0.031,2930.94,-0.99,0.321,"cue_mean_X_var",FALSE,"","Left NAc shell","pain_higher_level"
"1120","vision","higher_level","cue","NAc_shell_like_L",-0.017,0.031,2917.17,-0.54,0.586,"cue_mean_X_var",FALSE,"","Left NAc shell","pain_higher_level"
"1121","pain","higher_level","cue","NAc_core_like_L",0.009,0.031,2933.06,0.29,0.773,"cue_mean_X_var",FALSE,"","Left NAc core","pain_higher_level"
"1122","vision","higher_level","cue","NAc_core_like_L",-0.024,0.031,2920.5,-0.77,0.444,"cue_mean_X_var",FALSE,"","Left NAc core","pain_higher_level"
"1123","pain","higher_level","cue","Ctx_8C_L_and_Ctx_46_L",-0.039,0.028,2893.55,-1.36,0.172,"cue_mean_X_var",FALSE,"","Left dlPFC","pain_higher_level"
"1124","vision","higher_level","cue","Ctx_8C_L_and_Ctx_46_L",-0.053,0.03,2951.08,-1.75,0.081,"cue_mean_X_var",FALSE,"","Left dlPFC","pain_higher_level"
"1125","pain","visual","cue","Ctx_V1_L",0.014,0.029,2904.9,0.47,0.636,"cue_mean_X_var",FALSE,"","Left V1","visual_early_percept"
"1126","vision","visual","cue","Ctx_V1_L",-0.026,0.03,2957.82,-0.87,0.386,"cue_mean_X_var",FALSE,"","Left V1","visual_early_percept"
"1127","pain","visual","cue","Ctx_V2_L",0.028,0.029,2942.41,0.97,0.332,"cue_mean_X_var",FALSE,"","Left V2","visual_early_percept"
"1128","vision","visual","cue","Ctx_V2_L",-0.047,0.03,2960.53,-1.58,0.115,"cue_mean_X_var",FALSE,"","Left V2","visual_early_percept"
"1129","pain","visual","cue","Ctx_V3_L",-0.007,0.029,2942.19,-0.25,0.801,"cue_mean_X_var",FALSE,"","Left V3","pain_early_percept"
"1130","vision","visual","cue","Ctx_V3_L",-0.059,0.03,2960.68,-1.95,0.052,"cue_mean_X_var",FALSE,"","Left V3","pain_early_percept"
"1131","pain","visual","cue","Ctx_V4_L",-0.005,0.03,2937.78,-0.17,0.867,"cue_mean_X_var",FALSE,"","Left V4","pain_early_percept"
"1132","vision","visual","cue","Ctx_V4_L",-0.035,0.03,2962.83,-1.17,0.243,"cue_mean_X_var",FALSE,"","Left V4","pain_early_percept"
"1133","pain","visual","cue","Ctx_V3A_L",0.014,0.03,2898.68,0.46,0.643,"cue_mean_X_var",FALSE,"","Left V3A","visual_other"
"1134","vision","visual","cue","Ctx_V3A_L",-0.049,0.03,2956.4,-1.64,0.101,"cue_mean_X_var",FALSE,"","Left V3A","visual_other"
"1135","pain","visual","cue","Ctx_V3B_L",-0.007,0.029,2936.46,-0.23,0.816,"cue_mean_X_var",FALSE,"","Left V3B","visual_other"
"1136","vision","visual","cue","Ctx_V3B_L",-0.018,0.029,2955.59,-0.62,0.532,"cue_mean_X_var",FALSE,"","Left V3B","visual_other"
"1137","pain","visual","cue","Ctx_MT_L",-0.002,0.028,2905.44,-0.07,0.942,"cue_mean_X_var",FALSE,"","Left V5 (MT)","pain_early_percept"
"1138","vision","visual","cue","Ctx_MT_L",-0.008,0.03,2956.64,-0.28,0.778,"cue_mean_X_var",FALSE,"","Left V5 (MT)","pain_early_percept"
"1139","pain","visual","cue","Ctx_VMV1_L",0.022,0.03,2905.33,0.74,0.46,"cue_mean_X_var",FALSE,"","Left ventro-medial V1","visual_other"
"1140","vision","visual","cue","Ctx_VMV1_L",-0.018,0.03,2918.76,-0.58,0.559,"cue_mean_X_var",FALSE,"","Left ventro-medial V1","visual_other"
"1141","pain","visual","cue","Ctx_VMV3_L",-0.009,0.03,2934.22,-0.32,0.749,"cue_mean_X_var",FALSE,"","Left ventro-medial V3","visual_other"
"1142","vision","visual","cue","Ctx_VMV3_L",-0.041,0.03,2958.79,-1.39,0.165,"cue_mean_X_var",FALSE,"","Left ventro-medial V3","visual_other"
"1143","pain","visual","cue","Ctx_V4t_L",-0.012,0.029,2903.98,-0.41,0.681,"cue_mean_X_var",FALSE,"","Left V4t","visual_other"
"1144","vision","visual","cue","Ctx_V4t_L",-0.037,0.029,2959.66,-1.26,0.21,"cue_mean_X_var",FALSE,"","Left V4t","visual_other"
"1145","pain","visual","cue","Ctx_V3CD_L",0.01,0.03,2903.22,0.34,0.734,"cue_mean_X_var",FALSE,"","Left V3CD","visual_other"
"1146","vision","visual","cue","Ctx_V3CD_L",-0.04,0.029,2962.34,-1.38,0.169,"cue_mean_X_var",FALSE,"","Left V3CD","visual_other"
"1147","pain","visual","cue","Ctx_VMV2_L",0.014,0.03,2935.24,0.46,0.648,"cue_mean_X_var",FALSE,"","Left ventro-medial V2","visual_other"
"1148","vision","visual","cue","Ctx_VMV2_L",-0.056,0.03,2953.67,-1.89,0.059,"cue_mean_X_var",FALSE,"","Left ventro-medial V2","visual_other"
"1149","pain","visual","cue","Ctx_V1_R",-0.007,0.029,2933.26,-0.24,0.807,"cue_mean_X_var",FALSE,"","Right V1","visual_early_percept"
"1150","vision","visual","cue","Ctx_V1_R",-0.022,0.03,2956.92,-0.72,0.473,"cue_mean_X_var",FALSE,"","Right V1","visual_early_percept"
"1151","pain","visual","cue","Ctx_V2_R",0.009,0.029,2939.5,0.31,0.758,"cue_mean_X_var",FALSE,"","Right V2","visual_early_percept"
"1152","vision","visual","cue","Ctx_V2_R",-0.042,0.03,2960.88,-1.4,0.161,"cue_mean_X_var",FALSE,"","Right V2","visual_early_percept"
"1153","pain","visual","cue","Ctx_V3_R",-0.001,0.029,2936.75,-0.05,0.96,"cue_mean_X_var",FALSE,"","Right V3","pain_early_percept"
"1154","vision","visual","cue","Ctx_V3_R",-0.053,0.03,2960.23,-1.76,0.078,"cue_mean_X_var",FALSE,"","Right V3","pain_early_percept"
"1155","pain","visual","cue","Ctx_V4_R",-0.002,0.029,2925.52,-0.07,0.945,"cue_mean_X_var",FALSE,"","Right V4","pain_early_percept"
"1156","vision","visual","cue","Ctx_V4_R",-0.043,0.03,2951.88,-1.43,0.153,"cue_mean_X_var",FALSE,"","Right V4","pain_early_percept"
"1157","pain","visual","cue","Ctx_V3A_R",0.018,0.029,2901,0.63,0.531,"cue_mean_X_var",FALSE,"","Right V3A","visual_other"
"1158","vision","visual","cue","Ctx_V3A_R",-0.038,0.03,2954.92,-1.28,0.2,"cue_mean_X_var",FALSE,"","Right V3A","visual_other"
"1159","pain","visual","cue","Ctx_V3B_R",-0.036,0.029,2890.38,-1.24,0.216,"cue_mean_X_var",FALSE,"","Right V3B","visual_other"
"1160","vision","visual","cue","Ctx_V3B_R",-0.004,0.029,2962.13,-0.14,0.887,"cue_mean_X_var",FALSE,"","Right V3B","visual_other"
"1161","pain","visual","cue","Ctx_MT_R",0.001,0.029,2935.38,0.02,0.986,"cue_mean_X_var",FALSE,"","Right V5 (MT)","pain_early_percept"
"1162","vision","visual","cue","Ctx_MT_R",-0.043,0.03,2918.19,-1.44,0.149,"cue_mean_X_var",FALSE,"","Right V5 (MT)","pain_early_percept"
"1163","pain","visual","cue","Ctx_VMV1_R",-0.012,0.03,2935.99,-0.4,0.688,"cue_mean_X_var",FALSE,"","Right ventro-medial V1","visual_other"
"1164","vision","visual","cue","Ctx_VMV1_R",-0.047,0.03,2954.94,-1.55,0.121,"cue_mean_X_var",FALSE,"","Right ventro-medial V1","visual_other"
"1165","pain","visual","cue","Ctx_VMV3_R",-0.02,0.029,2940.3,-0.69,0.492,"cue_mean_X_var",FALSE,"","Right ventro-medial V3","visual_other"
"1166","vision","visual","cue","Ctx_VMV3_R",-0.061,0.03,2957.47,-2.04,0.042,"cue_mean_X_var",TRUE,"*","Right ventro-medial V3","visual_other"
"1167","pain","visual","cue","Ctx_V4t_R",0.014,0.029,2929.14,0.5,0.616,"cue_mean_X_var",FALSE,"","Right V4t","visual_other"
"1168","vision","visual","cue","Ctx_V4t_R",-0.048,0.03,2909.97,-1.59,0.111,"cue_mean_X_var",FALSE,"","Right V4t","visual_other"
"1169","pain","visual","cue","Ctx_V3CD_R",-0.018,0.029,2894.49,-0.63,0.526,"cue_mean_X_var",FALSE,"","Right V3CD","visual_other"
"1170","vision","visual","cue","Ctx_V3CD_R",-0.033,0.03,2955.04,-1.1,0.27,"cue_mean_X_var",FALSE,"","Right V3CD","visual_other"
"1171","pain","visual","cue","Ctx_VMV2_R",0.006,0.03,2931.02,0.2,0.843,"cue_mean_X_var",FALSE,"","Right ventro-medial V2","visual_other"
"1172","vision","visual","cue","Ctx_VMV2_R",-0.044,0.03,2954.31,-1.46,0.145,"cue_mean_X_var",FALSE,"","Right ventro-medial V2","visual_other"
"1173","pain","visual","cue","Thal_Lateral_Geniculate_Nucleus_L",0.005,0.03,2903.38,0.16,0.875,"cue_mean_X_var",FALSE,"","Left LGN","visual_early_percept"
"1174","vision","visual","cue","Thal_Lateral_Geniculate_Nucleus_L",-0.02,0.031,2928.95,-0.64,0.524,"cue_mean_X_var",FALSE,"","Left LGN","visual_early_percept"
"1175","pain","visual","cue","Thal_Lateral_Geniculate_Nucleus_R",0.03,0.031,2935.6,0.99,0.323,"cue_mean_X_var",FALSE,"","Right LGN","visual_early_percept"
"1176","vision","visual","cue","Thal_Lateral_Geniculate_Nucleus_R",-0.046,0.031,2962.28,-1.51,0.132,"cue_mean_X_var",FALSE,"","Right LGN","visual_early_percept"
"1177","pain","neuromarker","stim","nps",-0.016,0.027,2894,-0.57,0.567,"stim_int_X_cue_mean",FALSE,"","NPS","pain_neuromarker"
"1178","vision","neuromarker","stim","nps",0.005,0.03,2946.45,0.15,0.877,"stim_int_X_cue_mean",FALSE,"","NPS","pain_neuromarker"
"1179","pain","neuromarker","stim","siips",0.001,0.028,2936.63,0.05,0.96,"stim_int_X_cue_mean",FALSE,"","SIIPS","pain_neuromarker"
"1180","vision","neuromarker","stim","siips",0.001,0.03,2935.1,0.04,0.971,"stim_int_X_cue_mean",FALSE,"","SIIPS","pain_neuromarker"
"1181","pain","pain","stim","Thal_VPLM_R",-0.027,0.029,2947.02,-0.94,0.346,"stim_int_X_cue_mean",FALSE,"","Right VPL/VPM Thal","pain_early_percept"
"1182","vision","pain","stim","Thal_VPLM_R",0.025,0.031,2963.36,0.8,0.425,"stim_int_X_cue_mean",FALSE,"","Right VPL/VPM Thal","pain_early_percept"
"1183","pain","pain","stim","Thal_VPLM_L",0.005,0.029,2905.59,0.17,0.862,"stim_int_X_cue_mean",FALSE,"","Left VPL/VPM Thal","pain_early_percept"
"1184","vision","pain","stim","Thal_VPLM_L",0.012,0.031,2964.58,0.39,0.696,"stim_int_X_cue_mean",FALSE,"","Left VPL/VPM Thal","pain_early_percept"
"1185","pain","pain","stim","Thal_MD",-0.01,0.029,2949.08,-0.35,0.726,"stim_int_X_cue_mean",FALSE,"","Med Thal","pain_percept"
"1186","vision","pain","stim","Thal_MD",-0.024,0.031,2912.52,-0.78,0.438,"stim_int_X_cue_mean",FALSE,"","Med Thal","pain_percept"
"1187","pain","pain","stim","Bstem_PAG",-0.028,0.03,2906.38,-0.92,0.357,"stim_int_X_cue_mean",FALSE,"","PAG","pain_percept"
"1188","vision","pain","stim","Bstem_PAG",-0.001,0.031,2918.13,-0.03,0.973,"stim_int_X_cue_mean",FALSE,"","PAG","pain_percept"
"1189","pain","pain","stim","dpIns_L",-0.001,0.028,2904.73,-0.05,0.963,"stim_int_X_cue_mean",FALSE,"","Left dpIns","pain_early_percept"
"1190","vision","pain","stim","dpIns_L",0.005,0.031,2949.34,0.15,0.883,"stim_int_X_cue_mean",FALSE,"","Left dpIns","pain_early_percept"
"1191","pain","pain","stim","dpIns_R",-0.007,0.027,2948.69,-0.24,0.808,"stim_int_X_cue_mean",FALSE,"","Right dpIns","pain_early_percept"
"1192","vision","pain","stim","dpIns_R",0.003,0.031,2947.41,0.09,0.927,"stim_int_X_cue_mean",FALSE,"","Right dpIns","pain_early_percept"
"1193","pain","pain","stim","aIns_L",-0.01,0.029,2948.87,-0.33,0.739,"stim_int_X_cue_mean",FALSE,"","Left aIns","pain_other"
"1194","vision","pain","stim","aIns_L",-0.03,0.031,2917.32,-0.96,0.338,"stim_int_X_cue_mean",FALSE,"","Left aIns","pain_other"
"1195","pain","pain","stim","aIns_R",-0.04,0.028,2903.15,-1.41,0.158,"stim_int_X_cue_mean",FALSE,"","Right aIns","pain_other"
"1196","vision","pain","stim","aIns_R",-0.022,0.031,2957.55,-0.71,0.477,"stim_int_X_cue_mean",FALSE,"","Right aIns","pain_other"
"1197","pain","pain","stim","aMCC_MPFC",-0.029,0.028,2904.1,-1.06,0.291,"stim_int_X_cue_mean",FALSE,"","aMCC","pain_percept"
"1198","vision","pain","stim","aMCC_MPFC",-0.018,0.031,2949.89,-0.59,0.558,"stim_int_X_cue_mean",FALSE,"","aMCC","pain_percept"
"1199","pain","pain","stim","s1_handplus_L",-0.009,0.027,2907.16,-0.34,0.736,"stim_int_X_cue_mean",FALSE,"","Left S1 hand","pain_other"
"1200","vision","pain","stim","s1_handplus_L",-0.003,0.03,2955.88,-0.1,0.924,"stim_int_X_cue_mean",FALSE,"","Left S1 hand","pain_other"
"1201","pain","pain","stim","s1_handplus_R",-0.01,0.026,2948.5,-0.37,0.709,"stim_int_X_cue_mean",FALSE,"","Right S1 hand","pain_other"
"1202","vision","pain","stim","s1_handplus_R",0.013,0.031,2945.88,0.41,0.684,"stim_int_X_cue_mean",FALSE,"","Right S1 hand","pain_other"
"1203","pain","higher_level","stim","Ctx_IPS1_L",-0.03,0.029,2949.19,-1.04,0.3,"stim_int_X_cue_mean",FALSE,"","Left IPS","visual_higher_level"
"1204","vision","higher_level","stim","Ctx_IPS1_L",-0.013,0.029,2958.13,-0.43,0.664,"stim_int_X_cue_mean",FALSE,"","Left IPS","visual_higher_level"
"1205","pain","higher_level","stim","Ctx_11l_L",0.028,0.03,2903.44,0.95,0.342,"stim_int_X_cue_mean",FALSE,"","Left mid-lateral OFC","pain_higher_level"
"1206","vision","higher_level","stim","Ctx_11l_L",0.002,0.031,2957.49,0.05,0.961,"stim_int_X_cue_mean",FALSE,"","Left mid-lateral OFC","pain_higher_level"
"1207","pain","higher_level","stim","Ctx_IPS1_R",0.007,0.03,2906,0.22,0.825,"stim_int_X_cue_mean",FALSE,"","Right IPS","visual_higher_level"
"1208","vision","higher_level","stim","Ctx_IPS1_R",-0.015,0.029,2956.25,-0.52,0.605,"stim_int_X_cue_mean",FALSE,"","Right IPS","visual_higher_level"
"1209","pain","higher_level","stim","Ctx_p9_46v_R",0.024,0.03,2949.02,0.81,0.417,"stim_int_X_cue_mean",FALSE,"","Right dlPFC","pain_higher_level"
"1210","vision","higher_level","stim","Ctx_p9_46v_R",-0.003,0.03,2954.16,-0.11,0.911,"stim_int_X_cue_mean",FALSE,"","Right dlPFC","pain_higher_level"
"1211","pain","higher_level","stim","Ctx_11l_R",0.01,0.03,2949.1,0.32,0.748,"stim_int_X_cue_mean",FALSE,"","Right mid-lateral OFC","pain_higher_level"
"1212","vision","higher_level","stim","Ctx_11l_R",-0.026,0.031,2949.24,-0.84,0.4,"stim_int_X_cue_mean",FALSE,"","Right mid-lateral OFC","pain_higher_level"
"1213","pain","higher_level","stim","NAc_shell_like_R",0.029,0.03,2907.14,0.95,0.344,"stim_int_X_cue_mean",FALSE,"","Right NAc shell","pain_higher_level"
"1214","vision","higher_level","stim","NAc_shell_like_R",0,0.031,2958.86,0.01,0.991,"stim_int_X_cue_mean",FALSE,"","Right NAc shell","pain_higher_level"
"1215","pain","higher_level","stim","NAc_core_like_R",-0.02,0.029,2903.77,-0.69,0.49,"stim_int_X_cue_mean",FALSE,"","Right NAc core","pain_higher_level"
"1216","vision","higher_level","stim","NAc_core_like_R",0.027,0.031,2960.14,0.86,0.392,"stim_int_X_cue_mean",FALSE,"","Right NAc core","pain_higher_level"
"1217","pain","higher_level","stim","NAc_shell_like_L",-0.002,0.03,2949,-0.06,0.956,"stim_int_X_cue_mean",FALSE,"","Left NAc shell","pain_higher_level"
"1218","vision","higher_level","stim","NAc_shell_like_L",0.023,0.031,2964.59,0.73,0.467,"stim_int_X_cue_mean",FALSE,"","Left NAc shell","pain_higher_level"
"1219","pain","higher_level","stim","NAc_core_like_L",-0.006,0.03,2948.64,-0.2,0.841,"stim_int_X_cue_mean",FALSE,"","Left NAc core","pain_higher_level"
"1220","vision","higher_level","stim","NAc_core_like_L",0.059,0.031,2967.73,1.93,0.053,"stim_int_X_cue_mean",FALSE,"","Left NAc core","pain_higher_level"
"1221","pain","higher_level","stim","Ctx_8C_L_and_Ctx_46_L",0.014,0.03,2949.12,0.48,0.631,"stim_int_X_cue_mean",FALSE,"","Left dlPFC","pain_higher_level"
"1222","vision","higher_level","stim","Ctx_8C_L_and_Ctx_46_L",0.015,0.031,2951.93,0.49,0.625,"stim_int_X_cue_mean",FALSE,"","Left dlPFC","pain_higher_level"
"1223","pain","visual","stim","Ctx_V1_L",-0.025,0.029,2907.34,-0.86,0.387,"stim_int_X_cue_mean",FALSE,"","Left V1","visual_early_percept"
"1224","vision","visual","stim","Ctx_V1_L",-0.031,0.029,2950.4,-1.06,0.289,"stim_int_X_cue_mean",FALSE,"","Left V1","visual_early_percept"
"1225","pain","visual","stim","Ctx_V2_L",-0.032,0.029,2948.89,-1.1,0.27,"stim_int_X_cue_mean",FALSE,"","Left V2","visual_early_percept"
"1226","vision","visual","stim","Ctx_V2_L",-0.021,0.029,2952.42,-0.74,0.46,"stim_int_X_cue_mean",FALSE,"","Left V2","visual_early_percept"
"1227","pain","visual","stim","Ctx_V3_L",-0.023,0.028,2907.51,-0.82,0.414,"stim_int_X_cue_mean",FALSE,"","Left V3","pain_early_percept"
"1228","vision","visual","stim","Ctx_V3_L",-0.014,0.028,2955.43,-0.48,0.631,"stim_int_X_cue_mean",FALSE,"","Left V3","pain_early_percept"
"1229","pain","visual","stim","Ctx_V4_L",-0.037,0.029,2908,-1.27,0.204,"stim_int_X_cue_mean",FALSE,"","Left V4","pain_early_percept"
"1230","vision","visual","stim","Ctx_V4_L",0.008,0.025,2959.23,0.33,0.74,"stim_int_X_cue_mean",FALSE,"","Left V4","pain_early_percept"
"1231","pain","visual","stim","Ctx_V3A_L",-0.053,0.029,2902.06,-1.82,0.07,"stim_int_X_cue_mean",FALSE,"","Left V3A","visual_other"
"1232","vision","visual","stim","Ctx_V3A_L",-0.004,0.028,2955.17,-0.13,0.898,"stim_int_X_cue_mean",FALSE,"","Left V3A","visual_other"
"1233","pain","visual","stim","Ctx_V3B_L",-0.041,0.029,2948.93,-1.43,0.153,"stim_int_X_cue_mean",FALSE,"","Left V3B","visual_other"
"1234","vision","visual","stim","Ctx_V3B_L",0.018,0.028,2960.48,0.64,0.523,"stim_int_X_cue_mean",FALSE,"","Left V3B","visual_other"
"1235","pain","visual","stim","Ctx_MT_L",0.024,0.029,2948.16,0.84,0.4,"stim_int_X_cue_mean",FALSE,"","Left V5 (MT)","pain_early_percept"
"1236","vision","visual","stim","Ctx_MT_L",0.044,0.029,2960.68,1.53,0.126,"stim_int_X_cue_mean",FALSE,"","Left V5 (MT)","pain_early_percept"
"1237","pain","visual","stim","Ctx_VMV1_L",-0.055,0.029,2948.86,-1.89,0.059,"stim_int_X_cue_mean",FALSE,"","Left ventro-medial V1","visual_other"
"1238","vision","visual","stim","Ctx_VMV1_L",0.014,0.03,2917.31,0.48,0.632,"stim_int_X_cue_mean",FALSE,"","Left ventro-medial V1","visual_other"
"1239","pain","visual","stim","Ctx_VMV3_L",-0.031,0.029,2948.72,-1.07,0.286,"stim_int_X_cue_mean",FALSE,"","Left ventro-medial V3","visual_other"
"1240","vision","visual","stim","Ctx_VMV3_L",-0.019,0.028,2962.48,-0.7,0.482,"stim_int_X_cue_mean",FALSE,"","Left ventro-medial V3","visual_other"
"1241","pain","visual","stim","Ctx_V4t_L",0.016,0.029,2947.82,0.55,0.585,"stim_int_X_cue_mean",FALSE,"","Left V4t","visual_other"
"1242","vision","visual","stim","Ctx_V4t_L",0.026,0.027,2961.11,0.97,0.334,"stim_int_X_cue_mean",FALSE,"","Left V4t","visual_other"
"1243","pain","visual","stim","Ctx_V3CD_L",-0.018,0.029,2905.86,-0.61,0.543,"stim_int_X_cue_mean",FALSE,"","Left V3CD","visual_other"
"1244","vision","visual","stim","Ctx_V3CD_L",-0.008,0.026,2960.3,-0.3,0.765,"stim_int_X_cue_mean",FALSE,"","Left V3CD","visual_other"
"1245","pain","visual","stim","Ctx_VMV2_L",-0.025,0.029,2948.88,-0.84,0.402,"stim_int_X_cue_mean",FALSE,"","Left ventro-medial V2","visual_other"
"1246","vision","visual","stim","Ctx_VMV2_L",-0.008,0.029,2958.68,-0.26,0.793,"stim_int_X_cue_mean",FALSE,"","Left ventro-medial V2","visual_other"
"1247","pain","visual","stim","Ctx_V1_R",0,0.029,2907.76,-0.02,0.987,"stim_int_X_cue_mean",FALSE,"","Right V1","visual_early_percept"
"1248","vision","visual","stim","Ctx_V1_R",-0.032,0.029,2946.43,-1.11,0.269,"stim_int_X_cue_mean",FALSE,"","Right V1","visual_early_percept"
"1249","pain","visual","stim","Ctx_V2_R",-0.004,0.029,2907.93,-0.14,0.89,"stim_int_X_cue_mean",FALSE,"","Right V2","visual_early_percept"
"1250","vision","visual","stim","Ctx_V2_R",-0.021,0.028,2956.1,-0.74,0.461,"stim_int_X_cue_mean",FALSE,"","Right V2","visual_early_percept"
"1251","pain","visual","stim","Ctx_V3_R",-0.002,0.029,2907.56,-0.06,0.951,"stim_int_X_cue_mean",FALSE,"","Right V3","pain_early_percept"
"1252","vision","visual","stim","Ctx_V3_R",-0.018,0.027,2960.92,-0.67,0.505,"stim_int_X_cue_mean",FALSE,"","Right V3","pain_early_percept"
"1253","pain","visual","stim","Ctx_V4_R",0.007,0.029,2907.86,0.24,0.813,"stim_int_X_cue_mean",FALSE,"","Right V4","pain_early_percept"
"1254","vision","visual","stim","Ctx_V4_R",-0.005,0.027,2953.23,-0.18,0.857,"stim_int_X_cue_mean",FALSE,"","Right V4","pain_early_percept"
"1255","pain","visual","stim","Ctx_V3A_R",-0.012,0.028,2906.29,-0.43,0.67,"stim_int_X_cue_mean",FALSE,"","Right V3A","visual_other"
"1256","vision","visual","stim","Ctx_V3A_R",-0.003,0.027,2957.74,-0.11,0.911,"stim_int_X_cue_mean",FALSE,"","Right V3A","visual_other"
"1257","pain","visual","stim","Ctx_V3B_R",-0.002,0.029,2948.67,-0.05,0.958,"stim_int_X_cue_mean",FALSE,"","Right V3B","visual_other"
"1258","vision","visual","stim","Ctx_V3B_R",0.012,0.029,2961.44,0.42,0.672,"stim_int_X_cue_mean",FALSE,"","Right V3B","visual_other"
"1259","pain","visual","stim","Ctx_MT_R",-0.002,0.029,2938.68,-0.06,0.953,"stim_int_X_cue_mean",FALSE,"","Right V5 (MT)","pain_early_percept"
"1260","vision","visual","stim","Ctx_MT_R",-0.008,0.029,2956.53,-0.27,0.784,"stim_int_X_cue_mean",FALSE,"","Right V5 (MT)","pain_early_percept"
"1261","pain","visual","stim","Ctx_VMV1_R",-0.002,0.029,2906.14,-0.08,0.935,"stim_int_X_cue_mean",FALSE,"","Right ventro-medial V1","visual_other"
"1262","vision","visual","stim","Ctx_VMV1_R",0.005,0.03,2954.9,0.18,0.856,"stim_int_X_cue_mean",FALSE,"","Right ventro-medial V1","visual_other"
"1263","pain","visual","stim","Ctx_VMV3_R",0.005,0.028,2906.49,0.16,0.87,"stim_int_X_cue_mean",FALSE,"","Right ventro-medial V3","visual_other"
"1264","vision","visual","stim","Ctx_VMV3_R",-0.014,0.028,2913.01,-0.49,0.624,"stim_int_X_cue_mean",FALSE,"","Right ventro-medial V3","visual_other"
"1265","pain","visual","stim","Ctx_V4t_R",0.013,0.029,2855.36,0.43,0.67,"stim_int_X_cue_mean",FALSE,"","Right V4t","visual_other"
"1266","vision","visual","stim","Ctx_V4t_R",0.002,0.029,2952.4,0.05,0.957,"stim_int_X_cue_mean",FALSE,"","Right V4t","visual_other"
"1267","pain","visual","stim","Ctx_V3CD_R",0.012,0.029,2906.7,0.4,0.687,"stim_int_X_cue_mean",FALSE,"","Right V3CD","visual_other"
"1268","vision","visual","stim","Ctx_V3CD_R",0.021,0.026,2945.96,0.81,0.416,"stim_int_X_cue_mean",FALSE,"","Right V3CD","visual_other"
"1269","pain","visual","stim","Ctx_VMV2_R",-0.013,0.029,2907.95,-0.46,0.645,"stim_int_X_cue_mean",FALSE,"","Right ventro-medial V2","visual_other"
"1270","vision","visual","stim","Ctx_VMV2_R",-0.005,0.029,2877.07,-0.16,0.874,"stim_int_X_cue_mean",FALSE,"","Right ventro-medial V2","visual_other"
"1271","pain","visual","stim","Thal_Lateral_Geniculate_Nucleus_L",0.02,0.03,2906.86,0.68,0.497,"stim_int_X_cue_mean",FALSE,"","Left LGN","visual_early_percept"
"1272","vision","visual","stim","Thal_Lateral_Geniculate_Nucleus_L",-0.023,0.031,2962.81,-0.75,0.456,"stim_int_X_cue_mean",FALSE,"","Left LGN","visual_early_percept"
"1273","pain","visual","stim","Thal_Lateral_Geniculate_Nucleus_R",-0.028,0.03,2949.38,-0.94,0.349,"stim_int_X_cue_mean",FALSE,"","Right LGN","visual_early_percept"
